condition,source_conditions,gene_a,gene_b,weight
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CREBRF,EPM2AIP1,0.1152492836117744
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,SFN,TACSTD2,0.1152416691184043
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,S100A14,WFDC2,0.1152373477816581
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CRIP1,RORA,0.1152352392673492
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CYR61,SH3D19,0.115206740796566
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,TACC1,PHLDA1,0.1151135563850402
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ZBTB1,GTF2B,0.1150199472904205
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,COL18A1,IGFBP7,0.1149642691016197
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,COL6A1,PHLDA3,0.1147389411926269
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,KRT17,KRT16,0.1147223263978958
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,NFIA,ZFHX3,0.1147197037935257
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,LHFPL6,MAP1B,0.1146511435508728
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,HCG18,THUMPD1,0.1145927831530571
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,AP1G1,MED17,0.1144847497344017
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,TTC39C,MALT1,0.1144742146134376
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,KRT7,SOX9,0.1143771857023239
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,EPCAM,MGST1,0.1140464469790458
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,GTF3C1,SLC25A44,0.1140244305133819
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,INO80D,WDR26,0.1138919666409492
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,RNASEK,WHAMM,0.1137354597449302
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,C1R,RBMS3,0.113701231777668
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ZBTB1,PFKFB3,0.1136083379387855
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,IFITM3,ZFP36L1,0.1135148331522941
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,IGFBP7,HSPG2,0.113412357866764
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,DOT1L,PRPF39,0.1132893413305282
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,AMFR,PRPF39,0.1131817921996116
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,TRPM7,CNST,0.1129666566848754
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ELF3,PERP,0.1128706932067871
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,COL6A1,LHFPL6,0.1127977073192596
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,MRPL1,XPA,0.11256043612957
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,KIN,ERVK3-1,0.1123838871717453
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,COL1A1,FBN1,0.1123809739947319
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ADAMTS4,BGN,0.1123235672712326
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,SNIP1,RIPK1,0.1122421100735664
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,SNRNP200,ZBTB11,0.1122403219342231
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ELF3,CD24,0.112198419868946
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CLDN4,SOX9,0.1121788024902343
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CRY1,PNMA1,0.1121151223778724
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CREBRF,INO80D,0.1119473874568939
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ADAMTS4,DPYSL3,0.1119159683585167
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,GTF2B,NSMAF,0.1115958914160728
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,RRAGB,USP38,0.1115509569644928
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,KRT17,MT1X,0.1114905029535293
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,NAF1,MIS12,0.1114754080772399
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,S100A10,S100A6,0.1114205569028854
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CKS2,CENPW,0.1113241016864776
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,PDP1,ZBED5,0.1113055869936943
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,FBN1,CRISPLD2,0.1112359687685966
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CALD1,CYR61,0.1112294942140579
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,RAP2C,ZMYM2,0.1111530512571334
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CEP135,CERK,0.1111273989081382
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,AP1G1,IKZF5,0.111035831272602
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,RUFY2,CDK13,0.1109777465462684
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,SFN,S100A14,0.1106731370091438
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,MYL9,CYR61,0.1104255318641662
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,BOD1L1,GPATCH2L,0.1102819889783859
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,RRAGB,ZBED5,0.1100537404417991
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CSRNP1,GADD45B,0.1097646579146385
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CCND1,HES4,0.109603002667427
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,PTAR1,CEP68,0.1094894111156463
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,VAMP4,RAP2C,0.1094785556197166
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ZBTB11,NAF1,0.1093298867344856
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,NDUFAF7,NXF1,0.1093189716339111
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,SOCS3,DNAJB4,0.1092235520482063
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,SETD2,CLK1,0.1092157363891601
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,PIP4K2A,PDE4D,0.1091014817357063
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,KRT18,DMKN,0.1090418174862861
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,AP1G1,CTR9,0.1088611930608749
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,PTAR1,C21ORF91,0.1087664440274238
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,XPA,SART3,0.1087484508752822
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,PRSS23,RGS3,0.1085491329431533
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,SMC4,PCNA,0.108505830168724
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,SNRNP200,UHRF2,0.108485959470272
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,LEO1,HERC4,0.1084490045905113
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,UBQLN2,KDM4B,0.1083463728427887
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,COL14A1,BGN,0.1082674413919448
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,COL1A2,SERPINF1,0.1081668436527252
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,C1R,CFH,0.1081467792391777
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,COL1A2,FBLN2,0.1081016138195991
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,SPTY2D1,XPA,0.1080692857503891
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,LACTB,MIS12,0.1079150736331939
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,PHC3,KIF13B,0.1077267155051231
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CSKMT,AL645728.1,0.1077134013175964
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CYB5D2,FADS3,0.1074951812624931
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,VAMP4,ZMYM2,0.1074081510305404
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ZFHX3,MMP14,0.1073672845959663
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,MAPRE2,SAMHD1,0.1073449626564979
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,VPS53,FAM76A,0.1073170378804206
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,IGFBP4,RBMS3,0.1071577370166778
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,TIPARP,MAFF,0.1071342378854751
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CRYAB,MYC,0.1071045398712158
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,COL1A1,PCOLCE,0.1070384234189987
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,LIMA1,ZMAT3,0.1069812551140785
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,IRF1,NFKBIA,0.1068493127822876
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CYBRD1,SRGAP1,0.1067695021629333
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,KRT14,EPCAM,0.1066933050751686
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,SDC2,SNAI2,0.1066237688064575
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,XPA,N4BP2L1,0.1063961535692215
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,MAP1B,CYR61,0.1063573211431503
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CYBRD1,SDC2,0.1063332855701446
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,EPCAM,KRT16,0.1063225790858268
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,SNRNP200,SNAP47,0.1062299683690071
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,C3ORF58,TRIM8,0.1062118411064148
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ZBTB1,SPTY2D1,0.1060872301459312
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,DENND4A,MAFF,0.1059328839182853
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,DDHD1,HELB,0.1059134900569915
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,TRAPPC6B,HERC4,0.1058578863739967
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ZNF264,DBF4,0.1056650802493095
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,TAGLN,NNMT,0.1054941788315773
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,FOSB,PPP1R15A,0.105426475405693
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,HLA-B,IFI6,0.1053596884012222
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,GABPB1-AS1,ZC3H8,0.1053160950541496
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,RND3,TNFRSF12A,0.105260394513607
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,COQ7,LINC00662,0.1051740646362304
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,FBLN1,FBLN2,0.1050297021865844
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,EAF1,ZNF264,0.1049869284033775
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,BOD1L1,RICTOR,0.104897417128086
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ADAM17,MAFF,0.1048027724027633
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,TAGLN,TPM1,0.104787103831768
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ABCA1,SERPING1,0.1047083437442779
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,KRT19,SLPI,0.1045936793088913
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,INO80D,REL,0.1045423969626426
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,C1R,SPARC,0.1045120880007743
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CD74,HLA-DRB1,0.1044796630740165
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,NFIA,SRGAP1,0.1043892055749893
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,LAMA4,PLPP1,0.1042207852005958
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,AEBP1,PCOLCE,0.1040838062763214
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,C1R,BGN,0.1038958802819252
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,NDUFAF7,RIPK1,0.1038689389824867
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,NF1,SART3,0.1038046851754188
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,DPYSL3,IGFBP4,0.1036964729428291
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ELF3,MGST1,0.1035848706960678
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ZNF264,CEP68,0.1035445630550384
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CTR9,CDK13,0.1034762859344482
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ZC3H8,CEP95,0.1034451350569725
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,KRT19,AZGP1,0.1034356355667114
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,AP1G1,BRWD3,0.1034192740917205
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,PERP,DMKN,0.1032548174262046
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ZBTB1,WHAMM,0.1031087934970855
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ELF1,RNF19A,0.1030534505844116
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,COL1A1,FBLN1,0.1030051186680793
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,EMP2,PLOD2,0.1029614135622978
Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,MAP1B,NBL1,0.1029310971498489
